,Time,Name,FIPS county code,State.Name
78,2000-01-01,Kenai Peninsula Borough,2122,Alaska
79,2000-01-01,Ketchikan Gateway Borough,2130,Alaska
80,2000-01-01,Kodiak Island Borough,2150,Alaska
81,2000-01-01,Lake and Peninsula Borough,2164,Alaska
82,2000-01-01,Matanuska-Susitna Borough,2170,Alaska
83,2000-01-01,Nome Census Area,2180,Alaska
84,2000-01-01,North Slope Borough,2185,Alaska
85,2000-01-01,Northwest Arctic Borough,2188,Alaska
86,2000-01-01,Petersburg Borough,2195,Alaska
87,2000-01-01,Prince of Wales-Hyder Census Area,2198,Alaska
88,2000-01-01,Sitka City and Borough,2220,Alaska
89,2000-01-01,Skagway Municipality,2230,Alaska
90,2000-01-01,Southeast Fairbanks Census Area,2240,Alaska
91,2000-01-01,Valdez-Cordova Census Area,2261,Alaska
92,2000-01-01,Wade Hampton Census Area,2270,Alaska
93,2000-01-01,Wrangell City and Borough,2275,Alaska
94,2000-01-01,Yakutat City and Borough,2282,Alaska
95,2000-01-01,Yukon-Koyukuk Census Area,2290,Alaska
96,2000-01-01,Apache County,4001,Arizona
97,2000-01-01,Cochise County,4003,Arizona
98,2000-01-01,Coconino County,4005,Arizona
99,2000-01-01,Gila County,4007,Arizona
100,2000-01-01,Graham County,4009,Arizona
101,2000-01-01,Greenlee County,4011,Arizona
102,2000-01-01,La Paz County,4012,Arizona
103,2000-01-01,Maricopa County,4013,Arizona
104,2000-01-01,Mohave County,4015,Arizona
105,2000-01-01,Navajo County,4017,Arizona
106,2000-01-01,Pima County,4019,Arizona
107,2000-01-01,Pinal County,4021,Arizona
108,2000-01-01,Santa Cruz County,4023,Arizona
109,2000-01-01,Yavapai County,4025,Arizona
110,2000-01-01,Yuma County,4027,Arizona
111,2000-01-01,Arkansas County,5001,Arkansas
112,2000-01-01,Ashley County,5003,Arkansas
113,2000-01-01,Baxter County,5005,Arkansas
114,2000-01-01,Benton County,5007,Arkansas
115,2000-01-01,Boone County,5009,Arkansas
116,2000-01-01,Bradley County,5011,Arkansas
117,2000-01-01,Calhoun County,5013,Arkansas
118,2000-01-01,Carroll County,5015,Arkansas
119,2000-01-01,Chicot County,5017,Arkansas
120,2000-01-01,Clark County,5019,Arkansas
121,2000-01-01,Clay County,5021,Arkansas
122,2000-01-01,Cleburne County,5023,Arkansas
123,2000-01-01,Cleveland County,5025,Arkansas
124,2000-01-01,Columbia County,5027,Arkansas
125,2000-01-01,Conway County,5029,Arkansas
126,2000-01-01,Craighead County,5031,Arkansas
127,2000-01-01,Crawford County,5033,Arkansas
128,2000-01-01,Crittenden County,5035,Arkansas
129,2000-01-01,Cross County,5037,Arkansas
130,2000-01-01,Dallas County,5039,Arkansas
131,2000-01-01,Desha County,5041,Arkansas
132,2000-01-01,Drew County,5043,Arkansas
133,2000-01-01,Faulkner County,5045,Arkansas
134,2000-01-01,Franklin County,5047,Arkansas
135,2000-01-01,Fulton County,5049,Arkansas
136,2000-01-01,Garland County,5051,Arkansas
137,2000-01-01,Grant County,5053,Arkansas
138,2000-01-01,Greene County,5055,Arkansas
139,2000-01-01,Hempstead County,5057,Arkansas
140,2000-01-01,Hot Spring County,5059,Arkansas
141,2000-01-01,Howard County,5061,Arkansas
142,2000-01-01,Independence County,5063,Arkansas
143,2000-01-01,Izard County,5065,Arkansas
144,2000-01-01,Jackson County,5067,Arkansas
145,2000-01-01,Jefferson County,5069,Arkansas
146,2000-01-01,Johnson County,5071,Arkansas
147,2000-01-01,Lafayette County,5073,Arkansas
148,2000-01-01,Lawrence County,5075,Arkansas
149,2000-01-01,Lee County,5077,Arkansas
150,2000-01-01,Lincoln County,5079,Arkansas
151,2000-01-01,Little River County,5081,Arkansas
152,2000-01-01,Logan County,5083,Arkansas
153,2000-01-01,Lonoke County,5085,Arkansas
154,2000-01-01,Madison County,5087,Arkansas
155,2000-01-01,Marion County,5089,Arkansas
156,2000-01-01,Miller County,5091,Arkansas
157,2000-01-01,Mississippi County,5093,Arkansas
158,2000-01-01,Monroe County,5095,Arkansas
159,2000-01-01,Montgomery County,5097,Arkansas
160,2000-01-01,Nevada County,5099,Arkansas
161,2000-01-01,Newton County,5101,Arkansas
162,2000-01-01,Ouachita County,5103,Arkansas
163,2000-01-01,Perry County,5105,Arkansas
164,2000-01-01,Phillips County,5107,Arkansas
165,2000-01-01,Pike County,5109,Arkansas
166,2000-01-01,Poinsett County,5111,Arkansas
167,2000-01-01,Polk County,5113,Arkansas
168,2000-01-01,Pope County,5115,Arkansas
169,2000-01-01,Prairie County,5117,Arkansas
170,2000-01-01,Pulaski County,5119,Arkansas
171,2000-01-01,Randolph County,5121,Arkansas
172,2000-01-01,St. Francis County,5123,Arkansas
173,2000-01-01,Saline County,5125,Arkansas
174,2000-01-01,Scott County,5127,Arkansas
175,2000-01-01,Searcy County,5129,Arkansas
176,2000-01-01,Sebastian County,5131,Arkansas
177,2000-01-01,Sevier County,5133,Arkansas
178,2000-01-01,Sharp County,5135,Arkansas
179,2000-01-01,Stone County,5137,Arkansas
180,2000-01-01,Union County,5139,Arkansas
181,2000-01-01,Van Buren County,5141,Arkansas
182,2000-01-01,Washington County,5143,Arkansas
183,2000-01-01,White County,5145,Arkansas
184,2000-01-01,Woodruff County,5147,Arkansas
185,2000-01-01,Yell County,5149,Arkansas
186,2000-01-01,Alameda County,6001,California
187,2000-01-01,Alpine County,6003,California
188,2000-01-01,Amador County,6005,California
189,2000-01-01,Butte County,6007,California
190,2000-01-01,Calaveras County,6009,California
191,2000-01-01,Colusa County,6011,California
192,2000-01-01,Contra Costa County,6013,California
193,2000-01-01,Del Norte County,6015,California
194,2000-01-01,El Dorado County,6017,California
195,2000-01-01,Fresno County,6019,California
196,2000-01-01,Glenn County,6021,California
197,2000-01-01,Humboldt County,6023,California
198,2000-01-01,Imperial County,6025,California
199,2000-01-01,Inyo County,6027,California
200,2000-01-01,Kern County,6029,California
201,2000-01-01,Kings County,6031,California
202,2000-01-01,Lake County,6033,California
203,2000-01-01,Lassen County,6035,California
204,2000-01-01,Los Angeles County,6037,California
205,2000-01-01,Madera County,6039,California
206,2000-01-01,Marin County,6041,California
207,2000-01-01,Mariposa County,6043,California
208,2000-01-01,Mendocino County,6045,California
209,2000-01-01,Merced County,6047,California
210,2000-01-01,Modoc County,6049,California
211,2000-01-01,Mono County,6051,California
212,2000-01-01,Monterey County,6053,California
213,2000-01-01,Napa County,6055,California
214,2000-01-01,Nevada County,6057,California
215,2000-01-01,Orange County,6059,California
216,2000-01-01,Placer County,6061,California
217,2000-01-01,Plumas County,6063,California
218,2000-01-01,Riverside County,6065,California
219,2000-01-01,Sacramento County,6067,California
220,2000-01-01,San Benito County,6069,California
221,2000-01-01,San Bernardino County,6071,California
222,2000-01-01,San Diego County,6073,California
223,2000-01-01,San Francisco County,6075,California
224,2000-01-01,San Joaquin County,6077,California
225,2000-01-01,San Luis Obispo County,6079,California
226,2000-01-01,San Mateo County,6081,California
227,2000-01-01,Santa Barbara County,6083,California
228,2000-01-01,Santa Clara County,6085,California
229,2000-01-01,Santa Cruz County,6087,California
230,2000-01-01,Shasta County,6089,California
231,2000-01-01,Sierra County,6091,California
232,2000-01-01,Siskiyou County,6093,California
233,2000-01-01,Solano County,6095,California
234,2000-01-01,Sonoma County,6097,California
235,2000-01-01,Stanislaus County,6099,California
236,2000-01-01,Sutter County,6101,California
237,2000-01-01,Tehama County,6103,California
238,2000-01-01,Trinity County,6105,California
239,2000-01-01,Tulare County,6107,California
240,2000-01-01,Tuolumne County,6109,California
241,2000-01-01,Ventura County,6111,California
242,2000-01-01,Yolo County,6113,California
243,2000-01-01,Yuba County,6115,California
244,2000-01-01,Adams County,8001,Colorado
245,2000-01-01,Alamosa County,8003,Colorado
246,2000-01-01,Arapahoe County,8005,Colorado
247,2000-01-01,Archuleta County,8007,Colorado
248,2000-01-01,Baca County,8009,Colorado
249,2000-01-01,Bent County,8011,Colorado
250,2000-01-01,Boulder County,8013,Colorado
251,2000-01-01,Broomfield County,8014,Colorado
252,2000-01-01,Chaffee County,8015,Colorado
253,2000-01-01,Cheyenne County,8017,Colorado
254,2000-01-01,Clear Creek County,8019,Colorado
255,2000-01-01,Conejos County,8021,Colorado
256,2000-01-01,Costilla County,8023,Colorado
257,2000-01-01,Crowley County,8025,Colorado
258,2000-01-01,Custer County,8027,Colorado
259,2000-01-01,Delta County,8029,Colorado
260,2000-01-01,Denver County,8031,Colorado
261,2000-01-01,Dolores County,8033,Colorado
262,2000-01-01,Douglas County,8035,Colorado
263,2000-01-01,Eagle County,8037,Colorado
264,2000-01-01,Elbert County,8039,Colorado
265,2000-01-01,El Paso County,8041,Colorado
266,2000-01-01,Fremont County,8043,Colorado
267,2000-01-01,Garfield County,8045,Colorado
268,2000-01-01,Gilpin County,8047,Colorado
269,2000-01-01,Grand County,8049,Colorado
270,2000-01-01,Gunnison County,8051,Colorado
271,2000-01-01,Hinsdale County,8053,Colorado
272,2000-01-01,Huerfano County,8055,Colorado
273,2000-01-01,Jackson County,8057,Colorado
274,2000-01-01,Jefferson County,8059,Colorado
275,2000-01-01,Kiowa County,8061,Colorado
276,2000-01-01,Kit Carson County,8063,Colorado
277,2000-01-01,Lake County,8065,Colorado
278,2000-01-01,La Plata County,8067,Colorado
279,2000-01-01,Larimer County,8069,Colorado
280,2000-01-01,Las Animas County,8071,Colorado
281,2000-01-01,Lincoln County,8073,Colorado
282,2000-01-01,Logan County,8075,Colorado
283,2000-01-01,Mesa County,8077,Colorado
284,2000-01-01,Mineral County,8079,Colorado
285,2000-01-01,Moffat County,8081,Colorado
286,2000-01-01,Montezuma County,8083,Colorado
287,2000-01-01,Montrose County,8085,Colorado
288,2000-01-01,Morgan County,8087,Colorado
289,2000-01-01,Otero County,8089,Colorado
290,2000-01-01,Ouray County,8091,Colorado
291,2000-01-01,Park County,8093,Colorado
292,2000-01-01,Phillips County,8095,Colorado
293,2000-01-01,Pitkin County,8097,Colorado
294,2000-01-01,Prowers County,8099,Colorado
295,2000-01-01,Pueblo County,8101,Colorado
296,2000-01-01,Rio Blanco County,8103,Colorado
297,2000-01-01,Rio Grande County,8105,Colorado
298,2000-01-01,Routt County,8107,Colorado
299,2000-01-01,Saguache County,8109,Colorado
300,2000-01-01,San Juan County,8111,Colorado
301,2000-01-01,San Miguel County,8113,Colorado
302,2000-01-01,Sedgwick County,8115,Colorado
303,2000-01-01,Summit County,8117,Colorado
304,2000-01-01,Teller County,8119,Colorado
305,2000-01-01,Washington County,8121,Colorado
306,2000-01-01,Weld County,8123,Colorado
307,2000-01-01,Yuma County,8125,Colorado
308,2000-01-01,Fairfield County,9001,Connecticut
309,2000-01-01,Hartford County,9003,Connecticut
310,2000-01-01,Litchfield County,9005,Connecticut
311,2000-01-01,Middlesex County,9007,Connecticut
312,2000-01-01,New Haven County,9009,Connecticut
313,2000-01-01,New London County,9011,Connecticut
314,2000-01-01,Tolland County,9013,Connecticut
315,2000-01-01,Windham County,9015,Connecticut
316,2000-01-01,Kent County,10001,Delaware
317,2000-01-01,New Castle County,10003,Delaware
318,2000-01-01,Sussex County,10005,Delaware
319,2000-01-01,District of Columbia,11001,District of Columbia
320,2000-01-01,Alachua County,12001,Florida
321,2000-01-01,Baker County,12003,Florida
322,2000-01-01,Bay County,12005,Florida
323,2000-01-01,Bradford County,12007,Florida
324,2000-01-01,Brevard County,12009,Florida
325,2000-01-01,Broward County,12011,Florida
326,2000-01-01,Calhoun County,12013,Florida
327,2000-01-01,Charlotte County,12015,Florida
328,2000-01-01,Citrus County,12017,Florida
329,2000-01-01,Clay County,12019,Florida
330,2000-01-01,Collier County,12021,Florida
331,2000-01-01,Columbia County,12023,Florida
332,2000-01-01,DeSoto County,12027,Florida
333,2000-01-01,Dixie County,12029,Florida
334,2000-01-01,Duval County,12031,Florida
335,2000-01-01,Escambia County,12033,Florida
336,2000-01-01,Flagler County,12035,Florida
337,2000-01-01,Franklin County,12037,Florida
338,2000-01-01,Gadsden County,12039,Florida
339,2000-01-01,Gilchrist County,12041,Florida
340,2000-01-01,Glades County,12043,Florida
341,2000-01-01,Gulf County,12045,Florida
342,2000-01-01,Hamilton County,12047,Florida
343,2000-01-01,Hardee County,12049,Florida
344,2000-01-01,Hendry County,12051,Florida
345,2000-01-01,Hernando County,12053,Florida
346,2000-01-01,Highlands County,12055,Florida
347,2000-01-01,Hillsborough County,12057,Florida
348,2000-01-01,Holmes County,12059,Florida
349,2000-01-01,Indian River County,12061,Florida
350,2000-01-01,Jackson County,12063,Florida
351,2000-01-01,Jefferson County,12065,Florida
352,2000-01-01,Lafayette County,12067,Florida
353,2000-01-01,Lake County,12069,Florida
354,2000-01-01,Lee County,12071,Florida
355,2000-01-01,Leon County,12073,Florida
356,2000-01-01,Levy County,12075,Florida
357,2000-01-01,Liberty County,12077,Florida
358,2000-01-01,Madison County,12079,Florida
359,2000-01-01,Manatee County,12081,Florida
360,2000-01-01,Marion County,12083,Florida
361,2000-01-01,Martin County,12085,Florida
362,2000-01-01,Miami-Dade County,12086,Florida
363,2000-01-01,Monroe County,12087,Florida
364,2000-01-01,Nassau County,12089,Florida
365,2000-01-01,Okaloosa County,12091,Florida
366,2000-01-01,Okeechobee County,12093,Florida
367,2000-01-01,Orange County,12095,Florida
368,2000-01-01,Osceola County,12097,Florida
369,2000-01-01,Palm Beach County,12099,Florida
370,2000-01-01,Pasco County,12101,Florida
371,2000-01-01,Pinellas County,12103,Florida
372,2000-01-01,Polk County,12105,Florida
373,2000-01-01,Putnam County,12107,Florida
374,2000-01-01,St. Johns County,12109,Florida
375,2000-01-01,St. Lucie County,12111,Florida
376,2000-01-01,Santa Rosa County,12113,Florida
377,2000-01-01,Sarasota County,12115,Florida
378,2000-01-01,Seminole County,12117,Florida
379,2000-01-01,Sumter County,12119,Florida
380,2000-01-01,Suwannee County,12121,Florida
381,2000-01-01,Taylor County,12123,Florida
382,2000-01-01,Union County,12125,Florida
383,2000-01-01,Volusia County,12127,Florida
384,2000-01-01,Wakulla County,12129,Florida
385,2000-01-01,Walton County,12131,Florida
386,2000-01-01,Washington County,12133,Florida
387,2000-01-01,Appling County,13001,Georgia
388,2000-01-01,Atkinson County,13003,Georgia
389,2000-01-01,Bacon County,13005,Georgia
390,2000-01-01,Baker County,13007,Georgia
391,2000-01-01,Baldwin County,13009,Georgia
392,2000-01-01,Banks County,13011,Georgia
393,2000-01-01,Barrow County,13013,Georgia
394,2000-01-01,Bartow County,13015,Georgia
395,2000-01-01,Ben Hill County,13017,Georgia
396,2000-01-01,Berrien County,13019,Georgia
397,2000-01-01,Bibb County,13021,Georgia
398,2000-01-01,Bleckley County,13023,Georgia
399,2000-01-01,Brantley County,13025,Georgia
400,2000-01-01,Brooks County,13027,Georgia
401,2000-01-01,Bryan County,13029,Georgia
402,2000-01-01,Bulloch County,13031,Georgia
403,2000-01-01,Burke County,13033,Georgia
404,2000-01-01,Butts County,13035,Georgia
405,2000-01-01,Calhoun County,13037,Georgia
406,2000-01-01,Camden County,13039,Georgia
407,2000-01-01,Candler County,13043,Georgia
408,2000-01-01,Carroll County,13045,Georgia
409,2000-01-01,Catoosa County,13047,Georgia
410,2000-01-01,Charlton County,13049,Georgia
411,2000-01-01,Chatham County,13051,Georgia
412,2000-01-01,Chattahoochee County,13053,Georgia
413,2000-01-01,Chattooga County,13055,Georgia
414,2000-01-01,Cherokee County,13057,Georgia
415,2000-01-01,Clarke County,13059,Georgia
416,2000-01-01,Clay County,13061,Georgia
417,2000-01-01,Clayton County,13063,Georgia
418,2000-01-01,Clinch County,13065,Georgia
419,2000-01-01,Cobb County,13067,Georgia
420,2000-01-01,Coffee County,13069,Georgia
421,2000-01-01,Colquitt County,13071,Georgia
422,2000-01-01,Columbia County,13073,Georgia
423,2000-01-01,Cook County,13075,Georgia
424,2000-01-01,Coweta County,13077,Georgia
425,2000-01-01,Crawford County,13079,Georgia
426,2000-01-01,Crisp County,13081,Georgia
427,2000-01-01,Dade County,13083,Georgia
428,2000-01-01,Dawson County,13085,Georgia
429,2000-01-01,Decatur County,13087,Georgia
430,2000-01-01,DeKalb County,13089,Georgia
431,2000-01-01,Dodge County,13091,Georgia
432,2000-01-01,Dooly County,13093,Georgia
433,2000-01-01,Dougherty County,13095,Georgia
434,2000-01-01,Douglas County,13097,Georgia
435,2000-01-01,Early County,13099,Georgia
436,2000-01-01,Echols County,13101,Georgia
437,2000-01-01,Effingham County,13103,Georgia
438,2000-01-01,Elbert County,13105,Georgia
439,2000-01-01,Emanuel County,13107,Georgia
440,2000-01-01,Evans County,13109,Georgia
441,2000-01-01,Fannin County,13111,Georgia
442,2000-01-01,Fayette County,13113,Georgia
443,2000-01-01,Floyd County,13115,Georgia
444,2000-01-01,Forsyth County,13117,Georgia
445,2000-01-01,Franklin County,13119,Georgia
446,2000-01-01,Fulton County,13121,Georgia
447,2000-01-01,Gilmer County,13123,Georgia
448,2000-01-01,Glascock County,13125,Georgia
449,2000-01-01,Glynn County,13127,Georgia
450,2000-01-01,Gordon County,13129,Georgia
451,2000-01-01,Grady County,13131,Georgia
452,2000-01-01,Greene County,13133,Georgia
453,2000-01-01,Gwinnett County,13135,Georgia
454,2000-01-01,Habersham County,13137,Georgia
455,2000-01-01,Hall County,13139,Georgia
456,2000-01-01,Hancock County,13141,Georgia
457,2000-01-01,Haralson County,13143,Georgia
458,2000-01-01,Harris County,13145,Georgia
459,2000-01-01,Hart County,13147,Georgia
460,2000-01-01,Heard County,13149,Georgia
461,2000-01-01,Henry County,13151,Georgia
462,2000-01-01,Houston County,13153,Georgia
463,2000-01-01,Irwin County,13155,Georgia
464,2000-01-01,Jackson County,13157,Georgia
465,2000-01-01,Jasper County,13159,Georgia
466,2000-01-01,Jeff Davis County,13161,Georgia
467,2000-01-01,Jefferson County,13163,Georgia
468,2000-01-01,Jenkins County,13165,Georgia
469,2000-01-01,Johnson County,13167,Georgia
470,2000-01-01,Jones County,13169,Georgia
471,2000-01-01,Lamar County,13171,Georgia
472,2000-01-01,Lanier County,13173,Georgia
473,2000-01-01,Laurens County,13175,Georgia
474,2000-01-01,Lee County,13177,Georgia
475,2000-01-01,Liberty County,13179,Georgia
476,2000-01-01,Lincoln County,13181,Georgia
477,2000-01-01,Long County,13183,Georgia
478,2000-01-01,Lowndes County,13185,Georgia
479,2000-01-01,Lumpkin County,13187,Georgia
480,2000-01-01,McDuffie County,13189,Georgia
481,2000-01-01,McIntosh County,13191,Georgia
482,2000-01-01,Macon County,13193,Georgia
483,2000-01-01,Madison County,13195,Georgia
484,2000-01-01,Marion County,13197,Georgia
485,2000-01-01,Meriwether County,13199,Georgia
486,2000-01-01,Miller County,13201,Georgia
487,2000-01-01,Mitchell County,13205,Georgia
488,2000-01-01,Monroe County,13207,Georgia
489,2000-01-01,Montgomery County,13209,Georgia
490,2000-01-01,Morgan County,13211,Georgia
491,2000-01-01,Murray County,13213,Georgia
492,2000-01-01,Muscogee County,13215,Georgia
493,2000-01-01,Newton County,13217,Georgia
494,2000-01-01,Oconee County,13219,Georgia
495,2000-01-01,Oglethorpe County,13221,Georgia
496,2000-01-01,Paulding County,13223,Georgia
497,2000-01-01,Peach County,13225,Georgia
498,2000-01-01,Pickens County,13227,Georgia
499,2000-01-01,Pierce County,13229,Georgia
500,2000-01-01,Pike County,13231,Georgia
501,2000-01-01,Polk County,13233,Georgia
502,2000-01-01,Pulaski County,13235,Georgia
503,2000-01-01,Putnam County,13237,Georgia
504,2000-01-01,Quitman County,13239,Georgia
505,2000-01-01,Rabun County,13241,Georgia
506,2000-01-01,Randolph County,13243,Georgia
507,2000-01-01,Richmond County,13245,Georgia
508,2000-01-01,Rockdale County,13247,Georgia
509,2000-01-01,Schley County,13249,Georgia
510,2000-01-01,Screven County,13251,Georgia
511,2000-01-01,Seminole County,13253,Georgia
512,2000-01-01,Spalding County,13255,Georgia
513,2000-01-01,Stephens County,13257,Georgia
514,2000-01-01,Stewart County,13259,Georgia
515,2000-01-01,Sumter County,13261,Georgia
516,2000-01-01,Talbot County,13263,Georgia
517,2000-01-01,Taliaferro County,13265,Georgia
518,2000-01-01,Tattnall County,13267,Georgia
519,2000-01-01,Taylor County,13269,Georgia
520,2000-01-01,Telfair County,13271,Georgia
521,2000-01-01,Terrell County,13273,Georgia
522,2000-01-01,Thomas County,13275,Georgia
523,2000-01-01,Tift County,13277,Georgia
524,2000-01-01,Toombs County,13279,Georgia
525,2000-01-01,Towns County,13281,Georgia
526,2000-01-01,Treutlen County,13283,Georgia
527,2000-01-01,Troup County,13285,Georgia
528,2000-01-01,Turner County,13287,Georgia
529,2000-01-01,Twiggs County,13289,Georgia
530,2000-01-01,Union County,13291,Georgia
531,2000-01-01,Upson County,13293,Georgia
532,2000-01-01,Walker County,13295,Georgia
533,2000-01-01,Walton County,13297,Georgia
534,2000-01-01,Ware County,13299,Georgia
535,2000-01-01,Warren County,13301,Georgia
536,2000-01-01,Washington County,13303,Georgia
537,2000-01-01,Wayne County,13305,Georgia
538,2000-01-01,Webster County,13307,Georgia
539,2000-01-01,Wheeler County,13309,Georgia
540,2000-01-01,White County,13311,Georgia
541,2000-01-01,Whitfield County,13313,Georgia
542,2000-01-01,Wilcox County,13315,Georgia
543,2000-01-01,Wilkes County,13317,Georgia
544,2000-01-01,Wilkinson County,13319,Georgia
545,2000-01-01,Worth County,13321,Georgia
546,2000-01-01,Hawaii County,15001,Hawaii
547,2000-01-01,Honolulu County,15003,Hawaii
548,2000-01-01,Kalawao County,15005,Hawaii
549,2000-01-01,Kauai County,15007,Hawaii
550,2000-01-01,Maui County,15009,Hawaii
551,2000-01-01,Ada County,16001,Idaho
552,2000-01-01,Adams County,16003,Idaho
553,2000-01-01,Bannock County,16005,Idaho
554,2000-01-01,Bear Lake County,16007,Idaho
555,2000-01-01,Benewah County,16009,Idaho
556,2000-01-01,Bingham County,16011,Idaho
557,2000-01-01,Blaine County,16013,Idaho
558,2000-01-01,Boise County,16015,Idaho
559,2000-01-01,Bonner County,16017,Idaho
560,2000-01-01,Bonneville County,16019,Idaho
561,2000-01-01,Boundary County,16021,Idaho
562,2000-01-01,Butte County,16023,Idaho
563,2000-01-01,Camas County,16025,Idaho
564,2000-01-01,Canyon County,16027,Idaho
565,2000-01-01,Caribou County,16029,Idaho
566,2000-01-01,Cassia County,16031,Idaho
567,2000-01-01,Clark County,16033,Idaho
568,2000-01-01,Clearwater County,16035,Idaho
569,2000-01-01,Custer County,16037,Idaho
570,2000-01-01,Elmore County,16039,Idaho
571,2000-01-01,Franklin County,16041,Idaho
572,2000-01-01,Fremont County,16043,Idaho
573,2000-01-01,Gem County,16045,Idaho
574,2000-01-01,Gooding County,16047,Idaho
575,2000-01-01,Idaho County,16049,Idaho
576,2000-01-01,Jefferson County,16051,Idaho
577,2000-01-01,Jerome County,16053,Idaho
578,2000-01-01,Kootenai County,16055,Idaho
579,2000-01-01,Latah County,16057,Idaho
580,2000-01-01,Lemhi County,16059,Idaho
581,2000-01-01,Lewis County,16061,Idaho
582,2000-01-01,Lincoln County,16063,Idaho
583,2000-01-01,Madison County,16065,Idaho
584,2000-01-01,Minidoka County,16067,Idaho
585,2000-01-01,Nez Perce County,16069,Idaho
586,2000-01-01,Oneida County,16071,Idaho
587,2000-01-01,Owyhee County,16073,Idaho
588,2000-01-01,Payette County,16075,Idaho
589,2000-01-01,Power County,16077,Idaho
590,2000-01-01,Shoshone County,16079,Idaho
591,2000-01-01,Teton County,16081,Idaho
592,2000-01-01,Twin Falls County,16083,Idaho
593,2000-01-01,Valley County,16085,Idaho
594,2000-01-01,Washington County,16087,Idaho
595,2000-01-01,Adams County,17001,Illinois
596,2000-01-01,Alexander County,17003,Illinois
597,2000-01-01,Bond County,17005,Illinois
598,2000-01-01,Boone County,17007,Illinois
599,2000-01-01,Brown County,17009,Illinois
600,2000-01-01,Bureau County,17011,Illinois
601,2000-01-01,Calhoun County,17013,Illinois
602,2000-01-01,Carroll County,17015,Illinois
603,2000-01-01,Cass County,17017,Illinois
604,2000-01-01,Champaign County,17019,Illinois
