,Time,Name,State.Name
769,2000-01-01,Denton County,4584
770,2000-01-01,Denver County,4545
771,2000-01-01,Des Moines County,4552
772,2000-01-01,Deschutes County,4577
773,2000-01-01,Desha County,4542
774,2000-01-01,Deuel County,4569
775,2000-01-01,Deuel County,4582
776,2000-01-01,Dewey County,4576
777,2000-01-01,Dewey County,4582
778,2000-01-01,Dickens County,4584
779,2000-01-01,Dickenson County,4586
780,2000-01-01,Dickey County,4568
781,2000-01-01,Dickinson County,4562
782,2000-01-01,Dickinson County,4556
783,2000-01-01,Dickinson County,4552
784,2000-01-01,Dickson County,4583
785,2000-01-01,Dillingham Census Area,4540
786,2000-01-01,Dillon County,4581
787,2000-01-01,Dimmit County,4584
788,2000-01-01,Dinwiddie County,4586
789,2000-01-01,District of Columbia,4547
790,2000-01-01,Divide County,4568
791,2000-01-01,Dixie County,4549
792,2000-01-01,Dixon County,4569
793,2000-01-01,Doddridge County,4590
794,2000-01-01,Dodge County,4569
795,2000-01-01,Dodge County,4589
796,2000-01-01,Dodge County,4550
797,2000-01-01,Dodge County,4563
798,2000-01-01,Dolores County,4545
799,2000-01-01,Doniphan County,4556
800,2000-01-01,Donley County,4584
801,2000-01-01,Dooly County,4550
802,2000-01-01,Door County,4589
803,2000-01-01,Dorchester County,4581
804,2000-01-01,Dorchester County,4560
805,2000-01-01,Dougherty County,4550
806,2000-01-01,Douglas County,4577
807,2000-01-01,Douglas County,4569
808,2000-01-01,Douglas County,4573
809,2000-01-01,Douglas County,4589
810,2000-01-01,Douglas County,4588
811,2000-01-01,Douglas County,4582
812,2000-01-01,Douglas County,4550
813,2000-01-01,Douglas County,4554
814,2000-01-01,Douglas County,4545
815,2000-01-01,Douglas County,4563
816,2000-01-01,Douglas County,4564
817,2000-01-01,Douglas County,4556
818,2000-01-01,Do±a Ana County,4572
819,2000-01-01,Drew County,4542
820,2000-01-01,DuPage County,4554
821,2000-01-01,Dubois County,4555
822,2000-01-01,Dubuque County,4552
823,2000-01-01,Duchesne County,4585
824,2000-01-01,Dukes County,4559
825,2000-01-01,Dundy County,4569
826,2000-01-01,Dunklin County,4564
827,2000-01-01,Dunn County,4568
828,2000-01-01,Dunn County,4589
829,2000-01-01,Duplin County,4567
830,2000-01-01,Durham County,4567
831,2000-01-01,Dutchess County,4574
832,2000-01-01,Duval County,4584
833,2000-01-01,Duval County,4549
834,2000-01-01,Dyer County,4583
835,2000-01-01,Eagle County,4545
836,2000-01-01,Early County,4550
837,2000-01-01,East Baton Rouge Parish,4558
838,2000-01-01,East Carroll Parish,4558
839,2000-01-01,East Feliciana Parish,4558
840,2000-01-01,Eastland County,4584
841,2000-01-01,Eaton County,4562
842,2000-01-01,Eau Claire County,4589
843,2000-01-01,Echols County,4550
844,2000-01-01,Ector County,4584
845,2000-01-01,Eddy County,4568
846,2000-01-01,Eddy County,4572
847,2000-01-01,Edgar County,4554
848,2000-01-01,Edgecombe County,4567
849,2000-01-01,Edgefield County,4581
850,2000-01-01,Edmonson County,4557
851,2000-01-01,Edmunds County,4582
852,2000-01-01,Edwards County,4584
853,2000-01-01,Edwards County,4554
854,2000-01-01,Edwards County,4556
855,2000-01-01,Effingham County,4550
856,2000-01-01,Effingham County,4554
857,2000-01-01,El Dorado County,4544
858,2000-01-01,El Paso County,4584
859,2000-01-01,El Paso County,4545
860,2000-01-01,Elbert County,4550
861,2000-01-01,Elbert County,4545
862,2000-01-01,Elk County,4578
863,2000-01-01,Elk County,4556
864,2000-01-01,Elkhart County,4555
865,2000-01-01,Elko County,4573
866,2000-01-01,Elliott County,4557
867,2000-01-01,Ellis County,4576
868,2000-01-01,Ellis County,4584
869,2000-01-01,Ellis County,4556
870,2000-01-01,Ellsworth County,4556
871,2000-01-01,Elmore County,4553
872,2000-01-01,Elmore County,4541
873,2000-01-01,Emanuel County,4550
874,2000-01-01,Emery County,4585
875,2000-01-01,Emmet County,4562
876,2000-01-01,Emmet County,4552
877,2000-01-01,Emmons County,4568
878,2000-01-01,Emporia city,4586
879,2000-01-01,Erath County,4584
880,2000-01-01,Erie County,4575
881,2000-01-01,Erie County,4578
882,2000-01-01,Erie County,4574
883,2000-01-01,Escambia County,4541
884,2000-01-01,Escambia County,4549
885,2000-01-01,Esmeralda County,4573
886,2000-01-01,Essex County,4571
887,2000-01-01,Essex County,4574
888,2000-01-01,Essex County,4586
889,2000-01-01,Essex County,4587
890,2000-01-01,Essex County,4559
891,2000-01-01,Estill County,4557
892,2000-01-01,Etowah County,4541
893,2000-01-01,Eureka County,4573
894,2000-01-01,Evangeline Parish,4558
895,2000-01-01,Evans County,4550
896,2000-01-01,Fairbanks North Star Borough,4540
897,2000-01-01,Fairfax County,4586
898,2000-01-01,Fairfax city,4586
899,2000-01-01,Fairfield County,4575
900,2000-01-01,Fairfield County,4581
901,2000-01-01,Fairfield County,4546
902,2000-01-01,Fall River County,4582
903,2000-01-01,Fallon County,4566
904,2000-01-01,Falls Church city,4586
905,2000-01-01,Falls County,4584
906,2000-01-01,Fannin County,4584
907,2000-01-01,Fannin County,4550
908,2000-01-01,Faribault County,4563
909,2000-01-01,Faulk County,4582
910,2000-01-01,Faulkner County,4542
911,2000-01-01,Fauquier County,4586
912,2000-01-01,Fayette County,4575
913,2000-01-01,Fayette County,4578
914,2000-01-01,Fayette County,4590
915,2000-01-01,Fayette County,4583
916,2000-01-01,Fayette County,4584
917,2000-01-01,Fayette County,4550
918,2000-01-01,Fayette County,4555
919,2000-01-01,Fayette County,4554
920,2000-01-01,Fayette County,4541
921,2000-01-01,Fayette County,4552
922,2000-01-01,Fayette County,4557
923,2000-01-01,Fentress County,4583
924,2000-01-01,Fergus County,4566
925,2000-01-01,Ferry County,4588
926,2000-01-01,Fillmore County,4569
927,2000-01-01,Fillmore County,4563
928,2000-01-01,Finney County,4556
929,2000-01-01,Fisher County,4584
930,2000-01-01,Flagler County,4549
931,2000-01-01,Flathead County,4566
932,2000-01-01,Fleming County,4557
933,2000-01-01,Florence County,4581
934,2000-01-01,Florence County,4589
935,2000-01-01,Floyd County,4586
936,2000-01-01,Floyd County,4584
937,2000-01-01,Floyd County,4550
938,2000-01-01,Floyd County,4555
939,2000-01-01,Floyd County,4552
940,2000-01-01,Floyd County,4557
941,2000-01-01,Fluvanna County,4586
942,2000-01-01,Foard County,4584
943,2000-01-01,Fond du Lac County,4589
944,2000-01-01,Ford County,4554
945,2000-01-01,Ford County,4556
946,2000-01-01,Forest County,4578
947,2000-01-01,Forest County,4589
948,2000-01-01,Forrest County,4565
949,2000-01-01,Forsyth County,4567
950,2000-01-01,Forsyth County,4550
951,2000-01-01,Fort Bend County,4584
952,2000-01-01,Foster County,4568
953,2000-01-01,Fountain County,4555
954,2000-01-01,Franklin County,4575
955,2000-01-01,Franklin County,4578
956,2000-01-01,Franklin County,4569
957,2000-01-01,Franklin County,4567
958,2000-01-01,Franklin County,4574
959,2000-01-01,Franklin County,4586
960,2000-01-01,Franklin County,4587
961,2000-01-01,Franklin County,4588
962,2000-01-01,Franklin County,4583
963,2000-01-01,Franklin County,4584
964,2000-01-01,Franklin County,4553
965,2000-01-01,Franklin County,4550
966,2000-01-01,Franklin County,4555
967,2000-01-01,Franklin County,4554
968,2000-01-01,Franklin County,4542
969,2000-01-01,Franklin County,4541
970,2000-01-01,Franklin County,4549
971,2000-01-01,Franklin County,4559
972,2000-01-01,Franklin County,4561
973,2000-01-01,Franklin County,4564
974,2000-01-01,Franklin County,4565
975,2000-01-01,Franklin County,4556
976,2000-01-01,Franklin County,4552
977,2000-01-01,Franklin County,4557
978,2000-01-01,Franklin Parish,4558
979,2000-01-01,Franklin city,4586
980,2000-01-01,Frederick County,4586
981,2000-01-01,Frederick County,4560
982,2000-01-01,Fredericksburg city,4586
983,2000-01-01,Freeborn County,4563
984,2000-01-01,Freestone County,4584
985,2000-01-01,Fremont County,4591
986,2000-01-01,Fremont County,4553
987,2000-01-01,Fremont County,4545
988,2000-01-01,Fremont County,4552
989,2000-01-01,Fresno County,4544
990,2000-01-01,Frio County,4584
991,2000-01-01,Frontier County,4569
992,2000-01-01,Fulton County,4575
993,2000-01-01,Fulton County,4578
994,2000-01-01,Fulton County,4574
995,2000-01-01,Fulton County,4550
996,2000-01-01,Fulton County,4555
997,2000-01-01,Fulton County,4554
998,2000-01-01,Fulton County,4542
999,2000-01-01,Fulton County,4557
1000,2000-01-01,Furnas County,4569
1001,2000-01-01,Gadsden County,4549
1002,2000-01-01,Gage County,4569
1003,2000-01-01,Gaines County,4584
1004,2000-01-01,Galax city,4586
1005,2000-01-01,Gallatin County,4566
1006,2000-01-01,Gallatin County,4554
1007,2000-01-01,Gallatin County,4557
1008,2000-01-01,Gallia County,4575
1009,2000-01-01,Galveston County,4584
1010,2000-01-01,Garden County,4569
1011,2000-01-01,Garfield County,4576
1012,2000-01-01,Garfield County,4569
1013,2000-01-01,Garfield County,4566
1014,2000-01-01,Garfield County,4585
1015,2000-01-01,Garfield County,4588
1016,2000-01-01,Garfield County,4545
1017,2000-01-01,Garland County,4542
1018,2000-01-01,Garrard County,4557
1019,2000-01-01,Garrett County,4560
1020,2000-01-01,Garvin County,4576
1021,2000-01-01,Garza County,4584
1022,2000-01-01,Gasconade County,4564
1023,2000-01-01,Gaston County,4567
1024,2000-01-01,Gates County,4567
1025,2000-01-01,Geary County,4556
1026,2000-01-01,Geauga County,4575
1027,2000-01-01,Gem County,4553
1028,2000-01-01,Genesee County,4574
1029,2000-01-01,Genesee County,4562
1030,2000-01-01,Geneva County,4541
1031,2000-01-01,Gentry County,4564
1032,2000-01-01,George County,4565
1033,2000-01-01,Georgetown County,4581
1034,2000-01-01,Gibson County,4583
1035,2000-01-01,Gibson County,4555
1036,2000-01-01,Gila County,4543
1037,2000-01-01,Gilchrist County,4549
1038,2000-01-01,Giles County,4586
1039,2000-01-01,Giles County,4583
1040,2000-01-01,Gillespie County,4584
1041,2000-01-01,Gilliam County,4577
1042,2000-01-01,Gilmer County,4590
1043,2000-01-01,Gilmer County,4550
1044,2000-01-01,Gilpin County,4545
1045,2000-01-01,Glacier County,4566
1046,2000-01-01,Glades County,4549
1047,2000-01-01,Gladwin County,4562
1048,2000-01-01,Glascock County,4550
1049,2000-01-01,Glasscock County,4584
1050,2000-01-01,Glenn County,4544
1051,2000-01-01,Gloucester County,4571
1052,2000-01-01,Gloucester County,4586
1053,2000-01-01,Glynn County,4550
1054,2000-01-01,Gogebic County,4562
1055,2000-01-01,Golden Valley County,4568
1056,2000-01-01,Golden Valley County,4566
1057,2000-01-01,Goliad County,4584
1058,2000-01-01,Gonzales County,4584
1059,2000-01-01,Goochland County,4586
1060,2000-01-01,Goodhue County,4563
1061,2000-01-01,Gooding County,4553
1062,2000-01-01,Gordon County,4550
1063,2000-01-01,Goshen County,4591
1064,2000-01-01,Gosper County,4569
1065,2000-01-01,Gove County,4556
1066,2000-01-01,Grady County,4576
1067,2000-01-01,Grady County,4550
1068,2000-01-01,Grafton County,4570
1069,2000-01-01,Graham County,4567
1070,2000-01-01,Graham County,4543
1071,2000-01-01,Graham County,4556
1072,2000-01-01,Grainger County,4583
1073,2000-01-01,Grand County,4585
1074,2000-01-01,Grand County,4545
1075,2000-01-01,Grand Forks County,4568
1076,2000-01-01,Grand Isle County,4587
1077,2000-01-01,Grand Traverse County,4562
1078,2000-01-01,Granite County,4566
1079,2000-01-01,Grant County,4576
1080,2000-01-01,Grant County,4568
1081,2000-01-01,Grant County,4577
1082,2000-01-01,Grant County,4569
1083,2000-01-01,Grant County,4572
1084,2000-01-01,Grant County,4589
1085,2000-01-01,Grant County,4588
1086,2000-01-01,Grant County,4590
1087,2000-01-01,Grant County,4582
1088,2000-01-01,Grant County,4555
1089,2000-01-01,Grant County,4542
1090,2000-01-01,Grant County,4563
1091,2000-01-01,Grant County,4556
1092,2000-01-01,Grant County,4557
1093,2000-01-01,Grant Parish,4558
1094,2000-01-01,Granville County,4567
1095,2000-01-01,Gratiot County,4562
1096,2000-01-01,Graves County,4557
1097,2000-01-01,Gray County,4584
1098,2000-01-01,Gray County,4556
1099,2000-01-01,Grays Harbor County,4588
1100,2000-01-01,Grayson County,4586
1101,2000-01-01,Grayson County,4584
1102,2000-01-01,Grayson County,4557
1103,2000-01-01,Greeley County,4569
1104,2000-01-01,Greeley County,4556
1105,2000-01-01,Green County,4589
1106,2000-01-01,Green County,4557
1107,2000-01-01,Green Lake County,4589
1108,2000-01-01,Greenbrier County,4590
1109,2000-01-01,Greene County,4575
1110,2000-01-01,Greene County,4578
1111,2000-01-01,Greene County,4567
1112,2000-01-01,Greene County,4574
1113,2000-01-01,Greene County,4586
1114,2000-01-01,Greene County,4583
1115,2000-01-01,Greene County,4550
1116,2000-01-01,Greene County,4555
1117,2000-01-01,Greene County,4554
1118,2000-01-01,Greene County,4542
1119,2000-01-01,Greene County,4541
1120,2000-01-01,Greene County,4564
1121,2000-01-01,Greene County,4565
1122,2000-01-01,Greene County,4552
1123,2000-01-01,Greenlee County,4543
1124,2000-01-01,Greensville County,4586
1125,2000-01-01,Greenup County,4557
1126,2000-01-01,Greenville County,4581
1127,2000-01-01,Greenwood County,4581
1128,2000-01-01,Greenwood County,4556
1129,2000-01-01,Greer County,4576
1130,2000-01-01,Gregg County,4584
1131,2000-01-01,Gregory County,4582
1132,2000-01-01,Grenada County,4565
1133,2000-01-01,Griggs County,4568
1134,2000-01-01,Grimes County,4584
1135,2000-01-01,Grundy County,4583
1136,2000-01-01,Grundy County,4554
1137,2000-01-01,Grundy County,4564
1138,2000-01-01,Grundy County,4552
1139,2000-01-01,Guadalupe County,4572
1140,2000-01-01,Guadalupe County,4584
1141,2000-01-01,Guernsey County,4575
1142,2000-01-01,Guilford County,4567
1143,2000-01-01,Gulf County,4549
1144,2000-01-01,Gunnison County,4545
1145,2000-01-01,Guthrie County,4552
1146,2000-01-01,Gwinnett County,4550
1147,2000-01-01,Haakon County,4582
1148,2000-01-01,Habersham County,4550
1149,2000-01-01,Haines Borough,4540
1150,2000-01-01,Hale County,4584
1151,2000-01-01,Hale County,4541
1152,2000-01-01,Halifax County,4567
1153,2000-01-01,Halifax County,4586
1154,2000-01-01,Hall County,4569
1155,2000-01-01,Hall County,4584
1156,2000-01-01,Hall County,4550
1157,2000-01-01,Hamblen County,4583
1158,2000-01-01,Hamilton County,4575
1159,2000-01-01,Hamilton County,4569
1160,2000-01-01,Hamilton County,4574
1161,2000-01-01,Hamilton County,4583
1162,2000-01-01,Hamilton County,4584
1163,2000-01-01,Hamilton County,4555
1164,2000-01-01,Hamilton County,4554
1165,2000-01-01,Hamilton County,4549
1166,2000-01-01,Hamilton County,4556
1167,2000-01-01,Hamilton County,4552
1168,2000-01-01,Hamlin County,4582
1169,2000-01-01,Hampden County,4559
1170,2000-01-01,Hampshire County,4590
1171,2000-01-01,Hampshire County,4559
1172,2000-01-01,Hampton County,4581
1173,2000-01-01,Hampton city,4586
1174,2000-01-01,Hancock County,4575
1175,2000-01-01,Hancock County,4590
1176,2000-01-01,Hancock County,4583
1177,2000-01-01,Hancock County,4550
1178,2000-01-01,Hancock County,4555
1179,2000-01-01,Hancock County,4554
1180,2000-01-01,Hancock County,4561
1181,2000-01-01,Hancock County,4565
1182,2000-01-01,Hancock County,4552
1183,2000-01-01,Hancock County,4557
1184,2000-01-01,Hand County,4582
1185,2000-01-01,Hanover County,4586
1186,2000-01-01,Hansford County,4584
1187,2000-01-01,Hanson County,4582
1188,2000-01-01,Haralson County,4550
1189,2000-01-01,Hardee County,4549
1190,2000-01-01,Hardeman County,4583
1191,2000-01-01,Hardeman County,4584
1192,2000-01-01,Hardin County,4575
1193,2000-01-01,Hardin County,4583
1194,2000-01-01,Hardin County,4584
1195,2000-01-01,Hardin County,4554
1196,2000-01-01,Hardin County,4552
1197,2000-01-01,Hardin County,4557
1198,2000-01-01,Harding County,4572
1199,2000-01-01,Harding County,4582
1200,2000-01-01,Hardy County,4590
1201,2000-01-01,Harford County,4560
1202,2000-01-01,Harlan County,4569
1203,2000-01-01,Harlan County,4557
1204,2000-01-01,Harmon County,4576
1205,2000-01-01,Harnett County,4567
1206,2000-01-01,Harney County,4577
1207,2000-01-01,Harper County,4576
1208,2000-01-01,Harper County,4556
1209,2000-01-01,Harris County,4584
1210,2000-01-01,Harris County,4550
1211,2000-01-01,Harrison County,4575
1212,2000-01-01,Harrison County,4590
1213,2000-01-01,Harrison County,4584
1214,2000-01-01,Harrison County,4555
1215,2000-01-01,Harrison County,4564
1216,2000-01-01,Harrison County,4565
1217,2000-01-01,Harrison County,4552
1218,2000-01-01,Harrison County,4557
1219,2000-01-01,Harrisonburg city,4586
1220,2000-01-01,Hart County,4550
1221,2000-01-01,Hart County,4557
1222,2000-01-01,Hartford County,4546
1223,2000-01-01,Hartley County,4584
1224,2000-01-01,Harvey County,4556
1225,2000-01-01,Haskell County,4576
1226,2000-01-01,Haskell County,4584
1227,2000-01-01,Haskell County,4556
1228,2000-01-01,Hawaii County,4551
1229,2000-01-01,Hawkins County,4583
1230,2000-01-01,Hayes County,4569
1231,2000-01-01,Hays County,4584
1232,2000-01-01,Haywood County,4567
1233,2000-01-01,Haywood County,4583
1234,2000-01-01,Heard County,4550
1235,2000-01-01,Hemphill County,4584
1236,2000-01-01,Hempstead County,4542
1237,2000-01-01,Henderson County,4567
1238,2000-01-01,Henderson County,4583
1239,2000-01-01,Henderson County,4584
1240,2000-01-01,Henderson County,4554
1241,2000-01-01,Henderson County,4557
1242,2000-01-01,Hendricks County,4555
1243,2000-01-01,Hendry County,4549
1244,2000-01-01,Hennepin County,4563
1245,2000-01-01,Henrico County,4586
1246,2000-01-01,Henry County,4575
1247,2000-01-01,Henry County,4586
1248,2000-01-01,Henry County,4583
1249,2000-01-01,Henry County,4550
1250,2000-01-01,Henry County,4555
1251,2000-01-01,Henry County,4554
1252,2000-01-01,Henry County,4541
1253,2000-01-01,Henry County,4564
1254,2000-01-01,Henry County,4552
1255,2000-01-01,Henry County,4557
1256,2000-01-01,Herkimer County,4574
1257,2000-01-01,Hernando County,4549
1258,2000-01-01,Hertford County,4567
1259,2000-01-01,Hettinger County,4568
1260,2000-01-01,Hickman County,4583
1261,2000-01-01,Hickman County,4557
1262,2000-01-01,Hickory County,4564
1263,2000-01-01,Hidalgo County,4572
1264,2000-01-01,Hidalgo County,4584
1265,2000-01-01,Highland County,4575
1266,2000-01-01,Highland County,4586
1267,2000-01-01,Highlands County,4549
1268,2000-01-01,Hill County,4566
1269,2000-01-01,Hill County,4584
1270,2000-01-01,Hillsborough County,4570
1271,2000-01-01,Hillsborough County,4549
1272,2000-01-01,Hillsdale County,4562
1273,2000-01-01,Hinds County,4565
1274,2000-01-01,Hinsdale County,4545
1275,2000-01-01,Hitchcock County,4569
1276,2000-01-01,Hocking County,4575
1277,2000-01-01,Hockley County,4584
1278,2000-01-01,Hodgeman County,4556
1279,2000-01-01,Hoke County,4567
1280,2000-01-01,Holmes County,4575
1281,2000-01-01,Holmes County,4549
1282,2000-01-01,Holmes County,4565
1283,2000-01-01,Holt County,4569
1284,2000-01-01,Holt County,4564
1285,2000-01-01,Honolulu County,4551
1286,2000-01-01,Hood County,4584
1287,2000-01-01,Hood River County,4577
1288,2000-01-01,Hooker County,4569
1289,2000-01-01,Hoonah-Angoon Census Area,4540
1290,2000-01-01,Hopewell city,4586
1291,2000-01-01,Hopkins County,4584
1292,2000-01-01,Hopkins County,4557
1293,2000-01-01,Horry County,4581
1294,2000-01-01,Hot Spring County,4542
1295,2000-01-01,Hot Springs County,4591
1296,2000-01-01,Houghton County,4562
1297,2000-01-01,Houston County,4583
1298,2000-01-01,Houston County,4584
1299,2000-01-01,Houston County,4550
1300,2000-01-01,Houston County,4541
1301,2000-01-01,Houston County,4563
1302,2000-01-01,Howard County,4569
1303,2000-01-01,Howard County,4584
1304,2000-01-01,Howard County,4555
1305,2000-01-01,Howard County,4542
1306,2000-01-01,Howard County,4560
1307,2000-01-01,Howard County,4564
1308,2000-01-01,Howard County,4552
1309,2000-01-01,Howell County,4564
1310,2000-01-01,Hubbard County,4563
1311,2000-01-01,Hudson County,4571
1312,2000-01-01,Hudspeth County,4584
1313,2000-01-01,Huerfano County,4545
1314,2000-01-01,Hughes County,4576
1315,2000-01-01,Hughes County,4582
1316,2000-01-01,Humboldt County,4573
1317,2000-01-01,Humboldt County,4544
1318,2000-01-01,Humboldt County,4552
1319,2000-01-01,Humphreys County,4583
1320,2000-01-01,Humphreys County,4565
1321,2000-01-01,Hunt County,4584
1322,2000-01-01,Hunterdon County,4571
1323,2000-01-01,Huntingdon County,4578
1324,2000-01-01,Huntington County,4555
1325,2000-01-01,Huron County,4575
1326,2000-01-01,Huron County,4562
1327,2000-01-01,Hutchinson County,4582
1328,2000-01-01,Hutchinson County,4584
1329,2000-01-01,Hyde County,4567
1330,2000-01-01,Hyde County,4582
1331,2000-01-01,Iberia Parish,4558
1332,2000-01-01,Iberville Parish,4558
1333,2000-01-01,Ida County,4552
1334,2000-01-01,Idaho County,4553
1335,2000-01-01,Imperial County,4544
1336,2000-01-01,Independence County,4542
1337,2000-01-01,Indian River County,4549
1338,2000-01-01,Indiana County,4578
1339,2000-01-01,Ingham County,4562
1340,2000-01-01,Inyo County,4544
1341,2000-01-01,Ionia County,4562
1342,2000-01-01,Iosco County,4562
1343,2000-01-01,Iowa County,4589
1344,2000-01-01,Iowa County,4552
1345,2000-01-01,Iredell County,4567
1346,2000-01-01,Irion County,4584
1347,2000-01-01,Iron County,4585
1348,2000-01-01,Iron County,4589
1349,2000-01-01,Iron County,4562
1350,2000-01-01,Iron County,4564
1351,2000-01-01,Iroquois County,4554
1352,2000-01-01,Irwin County,4550
1353,2000-01-01,Isabella County,4562
1354,2000-01-01,Isanti County,4563
1355,2000-01-01,Island County,4588
1356,2000-01-01,Isle of Wight County,4586
1357,2000-01-01,Issaquena County,4565
1358,2000-01-01,Itasca County,4563
1359,2000-01-01,Itawamba County,4565
1360,2000-01-01,Izard County,4542
1361,2000-01-01,Jack County,4584
1362,2000-01-01,Jackson County,4575
1363,2000-01-01,Jackson County,4576
1364,2000-01-01,Jackson County,4577
1365,2000-01-01,Jackson County,4567
1366,2000-01-01,Jackson County,4589
1367,2000-01-01,Jackson County,4590
1368,2000-01-01,Jackson County,4583
1369,2000-01-01,Jackson County,4582
1370,2000-01-01,Jackson County,4584
1371,2000-01-01,Jackson County,4550
1372,2000-01-01,Jackson County,4555
1373,2000-01-01,Jackson County,4554
1374,2000-01-01,Jackson County,4542
1375,2000-01-01,Jackson County,4541
1376,2000-01-01,Jackson County,4549
1377,2000-01-01,Jackson County,4545
1378,2000-01-01,Jackson County,4563
1379,2000-01-01,Jackson County,4562
1380,2000-01-01,Jackson County,4564
1381,2000-01-01,Jackson County,4565
1382,2000-01-01,Jackson County,4556
1383,2000-01-01,Jackson County,4552
1384,2000-01-01,Jackson County,4557
1385,2000-01-01,Jackson Parish,4558
1386,2000-01-01,James City County,4586
1387,2000-01-01,Jasper County,4581
1388,2000-01-01,Jasper County,4584
1389,2000-01-01,Jasper County,4550
1390,2000-01-01,Jasper County,4555
1391,2000-01-01,Jasper County,4554
1392,2000-01-01,Jasper County,4564
1393,2000-01-01,Jasper County,4565
1394,2000-01-01,Jasper County,4552
1395,2000-01-01,Jay County,4555
1396,2000-01-01,Jeff Davis County,4584
1397,2000-01-01,Jeff Davis County,4550
1398,2000-01-01,Jefferson County,4575
1399,2000-01-01,Jefferson County,4578
1400,2000-01-01,Jefferson County,4576
1401,2000-01-01,Jefferson County,4577
1402,2000-01-01,Jefferson County,4569
1403,2000-01-01,Jefferson County,4566
1404,2000-01-01,Jefferson County,4574
1405,2000-01-01,Jefferson County,4589
1406,2000-01-01,Jefferson County,4588
1407,2000-01-01,Jefferson County,4590
1408,2000-01-01,Jefferson County,4583
1409,2000-01-01,Jefferson County,4584
1410,2000-01-01,Jefferson County,4553
1411,2000-01-01,Jefferson County,4550
1412,2000-01-01,Jefferson County,4555
1413,2000-01-01,Jefferson County,4554
1414,2000-01-01,Jefferson County,4542
1415,2000-01-01,Jefferson County,4541
1416,2000-01-01,Jefferson County,4549
1417,2000-01-01,Jefferson County,4545
1418,2000-01-01,Jefferson County,4564
1419,2000-01-01,Jefferson County,4565
1420,2000-01-01,Jefferson County,4556
1421,2000-01-01,Jefferson County,4552
1422,2000-01-01,Jefferson County,4557
1423,2000-01-01,Jefferson Davis County,4565
1424,2000-01-01,Jefferson Davis Parish,4558
1425,2000-01-01,Jefferson Parish,4558
1426,2000-01-01,Jenkins County,4550
1427,2000-01-01,Jennings County,4555
1428,2000-01-01,Jerauld County,4582
1429,2000-01-01,Jerome County,4553
1430,2000-01-01,Jersey County,4554
1431,2000-01-01,Jessamine County,4557
1432,2000-01-01,Jewell County,4556
1433,2000-01-01,Jim Hogg County,4584
1434,2000-01-01,Jim Wells County,4584
1435,2000-01-01,Jo Daviess County,4554
1436,2000-01-01,Johnson County,4569
1437,2000-01-01,Johnson County,4591
1438,2000-01-01,Johnson County,4583
1439,2000-01-01,Johnson County,4584
1440,2000-01-01,Johnson County,4550
1441,2000-01-01,Johnson County,4555
1442,2000-01-01,Johnson County,4554
1443,2000-01-01,Johnson County,4542
1444,2000-01-01,Johnson County,4564
1445,2000-01-01,Johnson County,4556
1446,2000-01-01,Johnson County,4552
1447,2000-01-01,Johnson County,4557
1448,2000-01-01,Johnston County,4576
1449,2000-01-01,Johnston County,4567
1450,2000-01-01,Jones County,4567
1451,2000-01-01,Jones County,4582
1452,2000-01-01,Jones County,4584
1453,2000-01-01,Jones County,4550
1454,2000-01-01,Jones County,4565
1455,2000-01-01,Jones County,4552
1456,2000-01-01,Josephine County,4577
1457,2000-01-01,Juab County,4585
1458,2000-01-01,Judith Basin County,4566
1459,2000-01-01,Juneau City and Borough,4540
1460,2000-01-01,Juneau County,4589
1461,2000-01-01,Juniata County,4578
1462,2000-01-01,Kalamazoo County,4562
1463,2000-01-01,Kalawao County,4551
1464,2000-01-01,Kalkaska County,4562
1465,2000-01-01,Kanabec County,4563
1466,2000-01-01,Kanawha County,4590
1467,2000-01-01,Kandiyohi County,4563
1468,2000-01-01,Kane County,4585
1469,2000-01-01,Kane County,4554
1470,2000-01-01,Kankakee County,4554
1471,2000-01-01,Karnes County,4584
1472,2000-01-01,Kauai County,4551
1473,2000-01-01,Kaufman County,4584
1474,2000-01-01,Kay County,4576
1475,2000-01-01,Kearney County,4569
1476,2000-01-01,Kearny County,4556
1477,2000-01-01,Keith County,4569
1478,2000-01-01,Kemper County,4565
1479,2000-01-01,Kenai Peninsula Borough,4540
1480,2000-01-01,Kendall County,4584
1481,2000-01-01,Kendall County,4554
1482,2000-01-01,Kenedy County,4584
1483,2000-01-01,Kennebec County,4561
1484,2000-01-01,Kenosha County,4589
1485,2000-01-01,Kent County,4580
1486,2000-01-01,Kent County,4584
1487,2000-01-01,Kent County,4548
1488,2000-01-01,Kent County,4560
1489,2000-01-01,Kent County,4562
1490,2000-01-01,Kenton County,4557
1491,2000-01-01,Keokuk County,4552
1492,2000-01-01,Kern County,4544
1493,2000-01-01,Kerr County,4584
1494,2000-01-01,Kershaw County,4581
1495,2000-01-01,Ketchikan Gateway Borough,4540
1496,2000-01-01,Kewaunee County,4589
1497,2000-01-01,Keweenaw County,4562
1498,2000-01-01,Keya Paha County,4569
1499,2000-01-01,Kidder County,4568
1500,2000-01-01,Kimball County,4569
1501,2000-01-01,Kimble County,4584
1502,2000-01-01,King County,4588
1503,2000-01-01,King County,4584
1504,2000-01-01,King George County,4586
1505,2000-01-01,King William County,4586
1506,2000-01-01,King and Queen County,4586
1507,2000-01-01,Kingfisher County,4576
1508,2000-01-01,Kingman County,4556
1509,2000-01-01,Kings County,4574
