,Time,Name,Infant mortality (%)
783,2000-01-01,Bulgaria,1.27
784,2000-01-01,Bulgaria,1.27
785,2000-01-01,Bulgaria,1.27
786,2000-01-01,Bulgaria,1.27
787,2000-01-01,Bulgaria,1.27
788,2000-01-01,Brunei Darussalam,0.82
789,2000-01-01,Brunei Darussalam,0.82
790,2000-01-01,Brunei Darussalam,0.82
791,2000-01-01,Brunei Darussalam,0.82
792,2000-01-01,Brunei Darussalam,0.82
793,2000-01-01,British Virgin Islands,
794,2000-01-01,British Virgin Islands,
795,2000-01-01,British Virgin Islands,
796,2000-01-01,British Virgin Islands,
797,2000-01-01,British Virgin Islands,
798,2000-01-01,Brazil,2.82
799,2000-01-01,Brazil,2.82
800,2000-01-01,Brazil,2.82
801,2000-01-01,Brazil,2.82
802,2000-01-01,Brazil,2.82
803,2000-01-01,Botswana,6.540000000000001
804,2000-01-01,Botswana,6.540000000000001
805,2000-01-01,Botswana,6.540000000000001
806,2000-01-01,Botswana,6.540000000000001
807,2000-01-01,Botswana,6.540000000000001
808,2000-01-01,Bosnia and Herzegovina,0.99
809,2000-01-01,Bosnia and Herzegovina,0.99
810,2000-01-01,Bosnia and Herzegovina,0.99
811,2000-01-01,Bosnia and Herzegovina,0.99
812,2000-01-01,Bosnia and Herzegovina,0.99
813,2000-01-01,"Bonaire, St. Eustatius & Saba",
814,2000-01-01,"Bonaire, St. Eustatius & Saba",
815,2000-01-01,"Bonaire, St. Eustatius & Saba",
816,2000-01-01,"Bonaire, St. Eustatius & Saba",
817,2000-01-01,"Bonaire, St. Eustatius & Saba",
818,2000-01-01,Bolivia (Plurin. State of),6.12
819,2000-01-01,Bolivia (Plurin. State of),6.12
820,2000-01-01,Bolivia (Plurin. State of),6.12
821,2000-01-01,Bolivia (Plurin. State of),6.12
822,2000-01-01,Bolivia (Plurin. State of),6.12
823,2000-01-01,Bhutan,5.1899999999999995
824,2000-01-01,Bhutan,5.1899999999999995
825,2000-01-01,Bhutan,5.1899999999999995
826,2000-01-01,Bhutan,5.1899999999999995
827,2000-01-01,Bhutan,5.1899999999999995
828,2000-01-01,Bermuda,
829,2000-01-01,Bermuda,
830,2000-01-01,Bermuda,
831,2000-01-01,Bermuda,
832,2000-01-01,Bermuda,
833,2000-01-01,Benin,8.41
834,2000-01-01,Benin,8.41
835,2000-01-01,Benin,8.41
836,2000-01-01,Benin,8.41
837,2000-01-01,Benin,8.41
838,2000-01-01,Belize,1.97
839,2000-01-01,Belize,1.97
840,2000-01-01,Belize,1.97
841,2000-01-01,Belize,1.97
842,2000-01-01,Belize,1.97
843,2000-01-01,Belgium,0.42000000000000004
844,2000-01-01,Belgium,0.42000000000000004
845,2000-01-01,Belgium,0.42000000000000004
846,2000-01-01,Belgium,0.42000000000000004
847,2000-01-01,Belgium,0.42000000000000004
848,2000-01-01,Belarus,0.96
849,2000-01-01,Belarus,0.96
850,2000-01-01,Belarus,0.96
851,2000-01-01,Belarus,0.96
852,2000-01-01,Belarus,0.96
853,2000-01-01,Barbados,1.24
854,2000-01-01,Barbados,1.24
855,2000-01-01,Barbados,1.24
856,2000-01-01,Barbados,1.24
857,2000-01-01,Barbados,1.24
858,2000-01-01,Bangladesh,5.6
859,2000-01-01,Bangladesh,5.6
860,2000-01-01,Bangladesh,5.6
861,2000-01-01,Bangladesh,5.6
862,2000-01-01,Bangladesh,5.6
863,2000-01-01,Bahrain,0.9800000000000001
864,2000-01-01,Bahrain,0.9800000000000001
865,2000-01-01,Bahrain,0.9800000000000001
866,2000-01-01,Bahrain,0.9800000000000001
867,2000-01-01,Bahrain,0.9800000000000001
868,2000-01-01,Bahamas,1.16
869,2000-01-01,Bahamas,1.16
870,2000-01-01,Bahamas,1.16
871,2000-01-01,Bahamas,1.16
872,2000-01-01,Bahamas,1.16
873,2000-01-01,Azerbaijan,5.42
874,2000-01-01,Azerbaijan,5.42
875,2000-01-01,Azerbaijan,5.42
876,2000-01-01,Azerbaijan,5.42
877,2000-01-01,Azerbaijan,5.42
878,2000-01-01,Austria,0.45
879,2000-01-01,Austria,0.45
880,2000-01-01,Austria,0.45
881,2000-01-01,Austria,0.45
882,2000-01-01,Austria,0.45
883,2000-01-01,Australia and New Zealand,0.5
884,2000-01-01,Australia and New Zealand,0.5
885,2000-01-01,Australia and New Zealand,0.5
886,2000-01-01,Australia and New Zealand,0.5
887,2000-01-01,Australia and New Zealand,0.5
888,2000-01-01,Australia,0.49000000000000005
889,2000-01-01,Australia,0.49000000000000005
890,2000-01-01,Australia,0.49000000000000005
891,2000-01-01,Australia,0.49000000000000005
892,2000-01-01,Australia,0.49000000000000005
893,2000-01-01,Asia,4.5600000000000005
894,2000-01-01,Asia,4.5600000000000005
895,2000-01-01,Asia,4.5600000000000005
896,2000-01-01,Asia,4.5600000000000005
897,2000-01-01,Asia,4.5600000000000005
898,2000-01-01,Aruba,1.78
899,2000-01-01,Aruba,1.78
900,2000-01-01,Aruba,1.78
901,2000-01-01,Aruba,1.78
902,2000-01-01,Aruba,1.78
903,2000-01-01,Armenia,2.7
904,2000-01-01,Armenia,2.7
905,2000-01-01,Armenia,2.7
906,2000-01-01,Armenia,2.7
907,2000-01-01,Armenia,2.7
908,2000-01-01,Argentina,1.5
909,2000-01-01,Argentina,1.5
910,2000-01-01,Argentina,1.5
911,2000-01-01,Argentina,1.5
912,2000-01-01,Argentina,1.5
913,2000-01-01,Antigua and Barbuda,1.22
914,2000-01-01,Antigua and Barbuda,1.22
915,2000-01-01,Antigua and Barbuda,1.22
916,2000-01-01,Antigua and Barbuda,1.22
917,2000-01-01,Antigua and Barbuda,1.22
918,2000-01-01,Anguilla,
919,2000-01-01,Anguilla,
920,2000-01-01,Anguilla,
921,2000-01-01,Anguilla,
922,2000-01-01,Anguilla,
923,2000-01-01,Angola,10.83
924,2000-01-01,Angola,10.83
925,2000-01-01,Angola,10.83
926,2000-01-01,Angola,10.83
927,2000-01-01,Angola,10.83
928,2000-01-01,Andorra,
929,2000-01-01,Andorra,
930,2000-01-01,Andorra,
931,2000-01-01,Andorra,
932,2000-01-01,Andorra,
933,2000-01-01,American Samoa,
934,2000-01-01,American Samoa,
935,2000-01-01,American Samoa,
936,2000-01-01,American Samoa,
937,2000-01-01,American Samoa,
938,2000-01-01,Algeria,3.7299999999999995
939,2000-01-01,Algeria,3.7299999999999995
940,2000-01-01,Algeria,3.7299999999999995
941,2000-01-01,Algeria,3.7299999999999995
942,2000-01-01,Algeria,3.7299999999999995
943,2000-01-01,Algeria,3.7299999999999995
944,2000-01-01,Albania,2.1100000000000003
945,2000-01-01,Albania,2.1100000000000003
946,2000-01-01,Albania,2.1100000000000003
947,2000-01-01,Albania,2.1100000000000003
948,2000-01-01,Albania,2.1100000000000003
949,2000-01-01,Albania,2.1100000000000003
950,2000-01-01,Africa,8.07
951,2000-01-01,Africa,8.07
952,2000-01-01,Africa,8.07
953,2000-01-01,Africa,8.07
954,2000-01-01,Africa,8.07
955,2000-01-01,Africa,8.07
956,2000-01-01,Afghanistan,8.95
957,2000-01-01,Afghanistan,8.95
958,2000-01-01,Afghanistan,8.95
959,2000-01-01,Afghanistan,8.95
960,2000-01-01,Afghanistan,8.95
961,2000-01-01,Afghanistan,8.95
962,2000-01-01,Afghanistan,8.95
963,2000-01-01,Afghanistan,8.95
964,2000-01-01,Afghanistan,
965,2000-01-01,Afghanistan,
966,2000-01-01,Afghanistan,
